,name,class_name,input_shape,output_shape,nb_params
56,AttentionStage1.softmax3_blocks.0.1,BatchNorm2d,"(-1, 64, 7, 7)","(-1, 64, 7, 7)",tensor(128)
57,AttentionStage1.softmax3_blocks.0.2,ReLU6,"(-1, 64, 7, 7)","(-1, 64, 7, 7)",0
58,AttentionStage1.softmax3_blocks.0.3,Conv2d,"(-1, 64, 7, 7)","(-1, 64, 7, 7)",tensor(4096)
59,AttentionStage1.softmax3_blocks.0.4,BatchNorm2d,"(-1, 64, 7, 7)","(-1, 64, 7, 7)",tensor(128)
60,AttentionStage1.softmax3_blocks.0.5,ReLU6,"(-1, 64, 7, 7)","(-1, 64, 7, 7)",0
61,AttentionStage1.softmax3_blocks.1.0,Conv2d,"(-1, 64, 7, 7)","(-1, 64, 7, 7)",tensor(576)
62,AttentionStage1.softmax3_blocks.1.1,BatchNorm2d,"(-1, 64, 7, 7)","(-1, 64, 7, 7)",tensor(128)
63,AttentionStage1.softmax3_blocks.1.2,ReLU6,"(-1, 64, 7, 7)","(-1, 64, 7, 7)",0
64,AttentionStage1.softmax3_blocks.1.3,Conv2d,"(-1, 64, 7, 7)","(-1, 64, 7, 7)",tensor(4096)
65,AttentionStage1.softmax3_blocks.1.4,BatchNorm2d,"(-1, 64, 7, 7)","(-1, 64, 7, 7)",tensor(128)
66,AttentionStage1.softmax3_blocks.1.5,ReLU6,"(-1, 64, 7, 7)","(-1, 64, 7, 7)",0
67,AttentionStage1.interpolation3,UpsamplingBilinear2d,"(-1, 64, 7, 7)","(-1, 64, 14, 14)",0
68,AttentionStage1.softmax4_blocks.0,Conv2d,"(-1, 64, 14, 14)","(-1, 64, 14, 14)",tensor(576)
69,AttentionStage1.softmax4_blocks.1,BatchNorm2d,"(-1, 64, 14, 14)","(-1, 64, 14, 14)",tensor(128)
70,AttentionStage1.softmax4_blocks.2,ReLU6,"(-1, 64, 14, 14)","(-1, 64, 14, 14)",0
71,AttentionStage1.softmax4_blocks.3,Conv2d,"(-1, 64, 14, 14)","(-1, 64, 14, 14)",tensor(4096)
72,AttentionStage1.softmax4_blocks.4,BatchNorm2d,"(-1, 64, 14, 14)","(-1, 64, 14, 14)",tensor(128)
73,AttentionStage1.softmax4_blocks.5,ReLU6,"(-1, 64, 14, 14)","(-1, 64, 14, 14)",0
74,AttentionStage1.interpolation2,UpsamplingBilinear2d,"(-1, 64, 14, 14)","(-1, 64, 28, 28)",0
75,AttentionStage1.softmax5_blocks.0,Conv2d,"(-1, 64, 28, 28)","(-1, 64, 28, 28)",tensor(576)
76,AttentionStage1.softmax5_blocks.1,BatchNorm2d,"(-1, 64, 28, 28)","(-1, 64, 28, 28)",tensor(128)
77,AttentionStage1.softmax5_blocks.2,ReLU6,"(-1, 64, 28, 28)","(-1, 64, 28, 28)",0
78,AttentionStage1.softmax5_blocks.3,Conv2d,"(-1, 64, 28, 28)","(-1, 64, 28, 28)",tensor(4096)
79,AttentionStage1.softmax5_blocks.4,BatchNorm2d,"(-1, 64, 28, 28)","(-1, 64, 28, 28)",tensor(128)
80,AttentionStage1.softmax5_blocks.5,ReLU6,"(-1, 64, 28, 28)","(-1, 64, 28, 28)",0
81,AttentionStage1.interpolation1,UpsamplingBilinear2d,"(-1, 64, 28, 28)","(-1, 64, 56, 56)",0
82,AttentionStage1.softmax6_blocks.0,BatchNorm2d,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",tensor(128)
83,AttentionStage1.softmax6_blocks.1,ReLU,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",0
84,AttentionStage1.softmax6_blocks.2,Conv2d,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",tensor(4096)
85,AttentionStage1.softmax6_blocks.3,BatchNorm2d,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",tensor(128)
86,AttentionStage1.softmax6_blocks.4,ReLU,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",0
87,AttentionStage1.softmax6_blocks.5,Conv2d,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",tensor(4096)
88,AttentionStage1.softmax6_blocks.6,Sigmoid,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",0
89,AttentionStage1.last_blocks.0,Conv2d,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",tensor(576)
90,AttentionStage1.last_blocks.1,BatchNorm2d,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",tensor(128)
91,AttentionStage1.last_blocks.2,ReLU6,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",0
92,AttentionStage1.last_blocks.3,Conv2d,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",tensor(4096)
93,AttentionStage1.last_blocks.4,BatchNorm2d,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",tensor(128)
94,AttentionStage1.last_blocks.5,ReLU6,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",0
95,AttentionStage1,AttentionModule_stage1,"(-1, 64, 56, 56)","(-1, 64, 56, 56)",tensor(67584)
96,conv3.0,Conv2d,"(-1, 64, 56, 56)","(-1, 64, 28, 28)",tensor(576)
97,conv3.1,BatchNorm2d,"(-1, 64, 28, 28)","(-1, 64, 28, 28)",tensor(128)
98,conv3.2,ReLU6,"(-1, 64, 28, 28)","(-1, 64, 28, 28)",0
99,conv3.3,Conv2d,"(-1, 64, 28, 28)","(-1, 128, 28, 28)",tensor(8192)
100,conv3.4,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
101,conv3.5,ReLU6,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
102,AttentionStage2.first_residual_blocks.0,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(1152)
103,AttentionStage2.first_residual_blocks.1,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
104,AttentionStage2.first_residual_blocks.2,ReLU6,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
105,AttentionStage2.first_residual_blocks.3,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(16384)
106,AttentionStage2.first_residual_blocks.4,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
107,AttentionStage2.first_residual_blocks.5,ReLU6,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
108,AttentionStage2.trunk_branches.0.0,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(1152)
109,AttentionStage2.trunk_branches.0.1,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
110,AttentionStage2.trunk_branches.0.2,ReLU6,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
111,AttentionStage2.trunk_branches.0.3,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(16384)
112,AttentionStage2.trunk_branches.0.4,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
113,AttentionStage2.trunk_branches.0.5,ReLU6,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
114,AttentionStage2.trunk_branches.1.0,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(1152)
115,AttentionStage2.trunk_branches.1.1,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
116,AttentionStage2.trunk_branches.1.2,ReLU6,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
117,AttentionStage2.trunk_branches.1.3,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(16384)
118,AttentionStage2.trunk_branches.1.4,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
119,AttentionStage2.trunk_branches.1.5,ReLU6,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
120,AttentionStage2.mpool1,MaxPool2d,"(-1, 128, 28, 28)","(-1, 128, 14, 14)",0
121,AttentionStage2.softmax1_blocks.0,Conv2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(1152)
122,AttentionStage2.softmax1_blocks.1,BatchNorm2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(256)
123,AttentionStage2.softmax1_blocks.2,ReLU6,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",0
124,AttentionStage2.softmax1_blocks.3,Conv2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(16384)
125,AttentionStage2.softmax1_blocks.4,BatchNorm2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(256)
126,AttentionStage2.softmax1_blocks.5,ReLU6,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",0
127,AttentionStage2.skip1_connection_residual_block.0,Conv2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(1152)
128,AttentionStage2.skip1_connection_residual_block.1,BatchNorm2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(256)
129,AttentionStage2.skip1_connection_residual_block.2,ReLU6,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",0
130,AttentionStage2.skip1_connection_residual_block.3,Conv2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(16384)
131,AttentionStage2.skip1_connection_residual_block.4,BatchNorm2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(256)
132,AttentionStage2.skip1_connection_residual_block.5,ReLU6,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",0
133,AttentionStage2.mpool2,MaxPool2d,"(-1, 128, 14, 14)","(-1, 128, 7, 7)",0
134,AttentionStage2.softmax2_blocks.0.0,Conv2d,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",tensor(1152)
135,AttentionStage2.softmax2_blocks.0.1,BatchNorm2d,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",tensor(256)
136,AttentionStage2.softmax2_blocks.0.2,ReLU6,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",0
137,AttentionStage2.softmax2_blocks.0.3,Conv2d,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",tensor(16384)
138,AttentionStage2.softmax2_blocks.0.4,BatchNorm2d,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",tensor(256)
139,AttentionStage2.softmax2_blocks.0.5,ReLU6,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",0
140,AttentionStage2.softmax2_blocks.1.0,Conv2d,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",tensor(1152)
141,AttentionStage2.softmax2_blocks.1.1,BatchNorm2d,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",tensor(256)
142,AttentionStage2.softmax2_blocks.1.2,ReLU6,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",0
143,AttentionStage2.softmax2_blocks.1.3,Conv2d,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",tensor(16384)
144,AttentionStage2.softmax2_blocks.1.4,BatchNorm2d,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",tensor(256)
145,AttentionStage2.softmax2_blocks.1.5,ReLU6,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",0
146,AttentionStage2.interpolation2,UpsamplingBilinear2d,"(-1, 128, 7, 7)","(-1, 128, 14, 14)",0
147,AttentionStage2.softmax3_blocks.0,Conv2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(1152)
148,AttentionStage2.softmax3_blocks.1,BatchNorm2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(256)
149,AttentionStage2.softmax3_blocks.2,ReLU6,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",0
150,AttentionStage2.softmax3_blocks.3,Conv2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(16384)
151,AttentionStage2.softmax3_blocks.4,BatchNorm2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(256)
152,AttentionStage2.softmax3_blocks.5,ReLU6,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",0
153,AttentionStage2.interpolation1,UpsamplingBilinear2d,"(-1, 128, 14, 14)","(-1, 128, 28, 28)",0
154,AttentionStage2.softmax4_blocks.0,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
155,AttentionStage2.softmax4_blocks.1,ReLU,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
156,AttentionStage2.softmax4_blocks.2,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(16384)
157,AttentionStage2.softmax4_blocks.3,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
158,AttentionStage2.softmax4_blocks.4,ReLU,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
159,AttentionStage2.softmax4_blocks.5,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(16384)
160,AttentionStage2.softmax4_blocks.6,Sigmoid,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
161,AttentionStage2.last_blocks.0,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(1152)
162,AttentionStage2.last_blocks.1,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
163,AttentionStage2.last_blocks.2,ReLU6,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
164,AttentionStage2.last_blocks.3,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(16384)
165,AttentionStage2.last_blocks.4,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
166,AttentionStage2.last_blocks.5,ReLU6,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
167,AttentionStage2,AttentionModule_stage2,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(195712)
168,conv4.0,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 14, 14)",tensor(1152)
169,conv4.1,BatchNorm2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(256)
170,conv4.2,ReLU6,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",0
171,conv4.3,Conv2d,"(-1, 128, 14, 14)","(-1, 256, 14, 14)",tensor(32768)
172,conv4.4,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
173,conv4.5,ReLU6,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
174,AttentionStage3.first_residual_blocks.0,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(2304)
175,AttentionStage3.first_residual_blocks.1,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
176,AttentionStage3.first_residual_blocks.2,ReLU6,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
177,AttentionStage3.first_residual_blocks.3,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(65536)
178,AttentionStage3.first_residual_blocks.4,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
179,AttentionStage3.first_residual_blocks.5,ReLU6,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
180,AttentionStage3.trunk_branches.0.0,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(2304)
181,AttentionStage3.trunk_branches.0.1,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
182,AttentionStage3.trunk_branches.0.2,ReLU6,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
183,AttentionStage3.trunk_branches.0.3,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(65536)
184,AttentionStage3.trunk_branches.0.4,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
185,AttentionStage3.trunk_branches.0.5,ReLU6,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
186,AttentionStage3.trunk_branches.1.0,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(2304)
187,AttentionStage3.trunk_branches.1.1,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
188,AttentionStage3.trunk_branches.1.2,ReLU6,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
189,AttentionStage3.trunk_branches.1.3,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(65536)
190,AttentionStage3.trunk_branches.1.4,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
191,AttentionStage3.trunk_branches.1.5,ReLU6,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
192,AttentionStage3.mpool1,MaxPool2d,"(-1, 256, 14, 14)","(-1, 256, 7, 7)",0
193,AttentionStage3.softmax1_blocks.0.0,Conv2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(2304)
194,AttentionStage3.softmax1_blocks.0.1,BatchNorm2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(512)
195,AttentionStage3.softmax1_blocks.0.2,ReLU6,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",0
196,AttentionStage3.softmax1_blocks.0.3,Conv2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(65536)
197,AttentionStage3.softmax1_blocks.0.4,BatchNorm2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(512)
198,AttentionStage3.softmax1_blocks.0.5,ReLU6,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",0
199,AttentionStage3.softmax1_blocks.1.0,Conv2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(2304)
200,AttentionStage3.softmax1_blocks.1.1,BatchNorm2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(512)
201,AttentionStage3.softmax1_blocks.1.2,ReLU6,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",0
202,AttentionStage3.softmax1_blocks.1.3,Conv2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(65536)
203,AttentionStage3.softmax1_blocks.1.4,BatchNorm2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(512)
204,AttentionStage3.softmax1_blocks.1.5,ReLU6,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",0
205,AttentionStage3.interpolation1,UpsamplingBilinear2d,"(-1, 256, 7, 7)","(-1, 256, 14, 14)",0
206,AttentionStage3.softmax2_blocks.0,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
207,AttentionStage3.softmax2_blocks.1,ReLU,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
208,AttentionStage3.softmax2_blocks.2,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(65536)
209,AttentionStage3.softmax2_blocks.3,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
210,AttentionStage3.softmax2_blocks.4,ReLU,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
211,AttentionStage3.softmax2_blocks.5,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(65536)
212,AttentionStage3.softmax2_blocks.6,Sigmoid,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
213,AttentionStage3.last_blocks.0,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(2304)
214,AttentionStage3.last_blocks.1,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
215,AttentionStage3.last_blocks.2,ReLU6,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
216,AttentionStage3.last_blocks.3,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(65536)
217,AttentionStage3.last_blocks.4,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
218,AttentionStage3.last_blocks.5,ReLU6,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
219,AttentionStage3,AttentionModule_stage3,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(545280)
220,conv5.0,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 7, 7)",tensor(2304)
221,conv5.1,BatchNorm2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(512)
222,conv5.2,ReLU6,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",0
223,conv5.3,Conv2d,"(-1, 256, 7, 7)","(-1, 512, 7, 7)",tensor(131072)
224,conv5.4,BatchNorm2d,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",tensor(1024)
225,conv5.5,ReLU6,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",0
226,pool,AvgPool2d,"(-1, 512, 7, 7)","(-1, 512, 1, 1)",0
227,fc.0,Dropout,"(-1, 512)","(-1, 512)",0
228,fc.1,Linear,"(-1, 512)","(-1, 4)",tensor(2052)
